CustomerId,Age,MonthlyCharges,Tenure,Balance,NumOfProducts,HasCard,IsActive,EstimatedSalary,LastPurchase,TotalCharges,Churn,AverageMonthlySpend,Gender_Female,Gender_Male,Geography_France,Geography_Germany,Geography_Spain
2712,49,27,3.0,136026.34,2,1,0,97444.89,8,525.92,0,175.31,1.0,0.0,0.0,1.0,0.0
2713,36,58,2.0,10771.09,2,1,0,58439.23,12,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
2714,44,75,8.0,131480.68,1,1,1,50767.04,7,395.89,0,49.49,1.0,0.0,0.0,1.0,0.0
2715,45,36,1.0,107577.38,3,0,1,74383.07,2,574.65,0,574.65,1.0,0.0,0.0,0.0,1.0
2716,68,39,3.0,199726.86,2,0,0,86084.65,7,926.77,0,308.92,0.0,1.0,0.0,0.0,1.0
2717,39,34,10.0,129212.96,1,0,0,57583.17,1,523.89,0,52.39,1.0,0.0,0.0,0.0,1.0
2718,54,57,5.0,13778.03,1,1,0,85319.0,9,143.94,0,28.79,1.0,0.0,0.0,1.0,0.0
2719,42,90,1.0,162088.78,2,1,1,98251.0,3,182.99,0,182.99,0.0,1.0,0.0,1.0,0.0
2720,45,74,3.0,139366.42,1,1,0,95280.55,2,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2721,36,63,2.0,186225.76,3,1,0,46183.48,4,57.27,1,28.64,0.0,1.0,0.0,1.0,0.0
2722,54,70,2.0,194471.95,3,1,1,44215.94,2,222.75,0,111.38,0.0,1.0,0.0,1.0,0.0
2723,58,25,9.0,113402.58,2,0,0,22916.05,0,710.09,0,78.9,0.0,1.0,1.0,0.0,0.0
2724,60,52,5.0,125003.99,3,1,0,66799.28,0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
2725,38,29,9.0,198059.16,3,0,1,69804.53,7,139.16,0,15.46,0.0,1.0,1.0,0.0,0.0
2726,66,57,10.0,27185.93,3,1,0,64543.32,6,920.95,1,92.1,0.0,1.0,0.0,0.0,1.0
2727,46,32,3.0,168409.94,3,1,1,70918.53,2,79.32,0,26.44,1.0,0.0,0.0,0.0,1.0
2728,28,76,3.0,101623.9,3,0,1,45270.98,4,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
2729,22,74,9.0,175012.64,1,0,1,62065.21,11,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0
2730,58,71,6.0,9580.62,2,1,0,92922.11,9,780.73,0,130.12,0.0,1.0,0.0,1.0,0.0
2731,65,47,7.0,68355.08,1,0,1,70112.48,7,683.53,0,97.65,0.0,1.0,1.0,0.0,0.0
2732,47,63,10.0,141725.95,2,0,1,41286.01,5,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
2733,70,77,6.0,77342.76,3,1,0,21956.79,9,1495.92,0,249.32,1.0,0.0,0.0,1.0,0.0
2734,45,53,3.0,19105.02,2,0,0,80304.63,5,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0
2735,39,30,10.0,131509.89,2,1,0,46701.27,10,670.15,0,67.02,1.0,0.0,1.0,0.0,0.0
2736,18,37,10.0,104985.23,3,1,1,46916.4,0,542.35,0,54.24,0.0,1.0,0.0,1.0,0.0
2737,70,55,4.0,45167.96,3,0,1,47517.81,8,239.63,0,59.91,1.0,0.0,1.0,0.0,0.0
2738,33,73,7.0,59503.63,2,1,0,65088.97,3,332.34,0,47.48,0.0,1.0,0.0,1.0,0.0
2739,61,74,8.0,21314.21,2,0,0,10685.31,11,109.63,0,13.7,1.0,0.0,0.0,1.0,0.0
2740,47,83,4.0,145866.85,1,1,0,47696.79,3,625.7,0,156.43,1.0,0.0,0.0,0.0,1.0
2741,67,34,9.0,31604.56,3,1,1,39285.59,8,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
2742,57,32,,120695.71,3,1,0,11175.19,0,933.51,0,,1.0,0.0,1.0,0.0,0.0
2743,31,80,4.0,181626.34,2,1,0,78177.44,2,562.8,0,140.7,0.0,1.0,1.0,0.0,0.0
2744,61,90,2.0,140927.04,3,1,0,18085.63,4,209.64,0,104.82,1.0,0.0,0.0,0.0,1.0
2745,25,53,,184243.37,1,0,1,36627.17,7,108.18,0,,0.0,1.0,0.0,1.0,0.0
2746,23,42,10.0,41773.55,1,1,1,72545.72,3,562.76,0,56.28,0.0,1.0,0.0,0.0,1.0
2747,54,67,9.0,7048.4,2,0,1,91925.77,5,253.99,0,28.22,1.0,0.0,0.0,0.0,1.0
2748,58,58,1.0,99716.15,1,1,0,35115.1,9,1278.96,0,1278.96,1.0,0.0,0.0,1.0,0.0
2749,52,82,3.0,91289.64,1,1,0,99215.37,1,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0
2750,59,39,4.0,394.89,3,0,1,28095.31,12,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
2751,46,83,8.0,62640.19,3,1,1,93558.76,1,725.37,0,90.67,0.0,1.0,1.0,0.0,0.0
2752,50,85,8.0,89643.32,2,1,0,70296.87,4,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
2753,33,93,8.0,46740.24,1,1,1,45471.29,7,388.95,0,48.62,0.0,1.0,0.0,0.0,1.0
2754,20,71,10.0,104680.97,2,0,1,20778.4,7,1373.61,1,137.36,0.0,1.0,0.0,1.0,0.0
2755,58,71,9.0,20558.32,3,1,1,84249.52,12,668.53,0,74.28,0.0,1.0,0.0,1.0,0.0
2756,67,24,6.0,97449.98,3,0,1,30077.19,10,647.54,0,107.92,0.0,1.0,1.0,0.0,0.0
2757,50,25,5.0,36781.32,2,1,0,79985.78,0,308.45,0,61.69,1.0,0.0,1.0,0.0,0.0
2758,32,25,1.0,154382.16,1,1,1,32696.51,8,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
2759,27,21,1.0,83590.34,1,0,0,27082.12,4,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0
2760,38,42,3.0,74596.29,3,1,1,30928.02,1,816.61,0,272.2,1.0,0.0,1.0,0.0,0.0
2761,46,59,2.0,179899.68,3,1,0,22412.26,0,489.3,0,244.65,1.0,0.0,0.0,1.0,0.0
2762,51,69,7.0,66366.87,3,1,1,42693.51,0,549.87,0,78.55,1.0,0.0,0.0,0.0,1.0
2763,54,84,1.0,192292.57,3,0,0,26496.61,10,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
2764,24,61,3.0,31609.1,2,1,0,16018.53,0,675.02,1,225.01,1.0,0.0,1.0,0.0,0.0
2765,68,66,6.0,41736.16,3,0,1,49358.93,3,594.96,0,99.16,0.0,1.0,0.0,0.0,1.0
2766,46,42,2.0,176305.62,3,0,1,83735.11,9,521.94,0,260.97,1.0,0.0,1.0,0.0,0.0
2767,41,95,2.0,24440.99,1,0,0,55370.21,7,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
2768,51,39,4.0,115909.92,3,0,0,57964.32,6,40.31,0,10.08,1.0,0.0,0.0,0.0,1.0
2769,37,34,,63182.92,3,0,1,81963.35,2,0.0,0,,1.0,0.0,0.0,0.0,1.0
2770,48,83,5.0,190799.36,1,0,1,79629.71,11,74.44,0,14.89,1.0,0.0,0.0,1.0,0.0
2771,31,69,8.0,152709.4,2,0,0,31033.3,2,653.5,1,81.69,0.0,1.0,0.0,0.0,1.0
2772,46,51,6.0,61163.54,3,0,0,23819.64,9,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
2773,34,92,9.0,196947.27,1,0,1,31726.05,4,1242.06,0,138.01,0.0,1.0,0.0,1.0,0.0
2774,34,72,1.0,75698.8,3,0,1,55647.83,7,306.23,0,306.23,1.0,0.0,1.0,0.0,0.0
2775,57,44,,33369.93,3,0,1,43897.49,4,177.36,0,,1.0,0.0,0.0,0.0,1.0
2776,19,60,1.0,139413.45,2,0,1,71473.6,10,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0
2777,67,31,,154830.54,2,0,0,14730.13,12,394.02,1,,1.0,0.0,0.0,1.0,0.0
2778,60,33,9.0,109731.37,2,1,0,18040.43,12,418.9,0,46.54,1.0,0.0,0.0,0.0,1.0
2779,23,84,6.0,96341.14,1,0,1,74164.14,12,1008.94,0,168.16,1.0,0.0,0.0,0.0,1.0
2780,26,88,1.0,84272.04,1,0,0,54407.55,4,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
2781,22,61,1.0,43053.15,3,0,1,52640.67,6,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0
2782,50,61,9.0,154152.61,3,0,0,85214.78,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0
2783,39,42,2.0,4065.1,3,1,1,29321.27,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2784,49,52,7.0,62721.25,2,0,1,96005.24,3,317.72,0,45.39,0.0,1.0,1.0,0.0,0.0
2785,51,76,3.0,63386.12,3,1,0,34687.36,11,281.32,0,93.77,0.0,1.0,1.0,0.0,0.0
2786,67,26,1.0,80041.79,1,0,0,89171.73,0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
2787,29,24,3.0,81739.23,2,0,0,29844.22,3,230.9,0,76.97,1.0,0.0,1.0,0.0,0.0
2788,63,24,8.0,180552.08,3,1,0,81575.82,6,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2789,21,46,5.0,85428.07,1,1,1,19110.48,2,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0
2790,26,71,7.0,34090.46,2,0,0,71529.22,11,919.86,0,131.41,0.0,1.0,0.0,1.0,0.0
2791,64,58,,99166.52,3,0,1,27206.66,3,0.0,1,,0.0,1.0,0.0,0.0,1.0
2792,57,25,1.0,132130.52,3,0,0,23231.43,0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
2793,34,64,4.0,142698.99,1,1,1,87078.17,11,251.53,0,62.88,0.0,1.0,1.0,0.0,0.0
2794,43,62,6.0,47490.42,1,0,1,84984.09,6,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2795,54,42,9.0,355.65,2,1,1,38206.43,3,573.1,0,63.68,0.0,1.0,0.0,0.0,1.0
2796,55,59,4.0,174629.3,2,0,1,70541.04,11,141.55,0,35.39,0.0,1.0,0.0,0.0,1.0
2797,43,47,2.0,166145.93,3,0,1,42535.34,0,713.95,0,356.98,0.0,1.0,0.0,1.0,0.0
2798,41,89,10.0,150451.25,2,1,0,31564.09,3,838.78,0,83.88,0.0,1.0,1.0,0.0,0.0
2799,49,80,4.0,104876.61,2,1,1,42157.93,8,302.29,0,75.57,1.0,0.0,0.0,1.0,0.0
2800,64,21,1.0,86335.26,3,1,1,12512.32,1,562.07,0,562.07,0.0,1.0,0.0,0.0,1.0
2801,31,46,5.0,50257.0,3,0,1,32397.73,5,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0
2802,55,36,1.0,34297.37,3,1,1,84238.88,9,356.25,0,356.25,0.0,1.0,1.0,0.0,0.0
2803,22,25,7.0,138979.01,3,1,1,67175.1,10,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
2804,35,61,5.0,15773.31,3,0,1,18636.45,0,388.81,1,77.76,1.0,0.0,0.0,0.0,1.0
2805,62,46,7.0,18096.51,1,1,0,56364.28,10,212.33,0,30.33,1.0,0.0,0.0,0.0,1.0
2806,63,72,10.0,100015.38,1,1,0,27442.06,0,1009.4,0,100.94,1.0,0.0,1.0,0.0,0.0
2807,23,47,1.0,61107.09,3,1,0,92905.89,5,150.91,0,150.91,0.0,1.0,0.0,0.0,1.0
2808,45,51,5.0,74839.42,2,0,1,81443.97,9,1083.66,0,216.73,1.0,0.0,1.0,0.0,0.0
2809,66,23,6.0,182527.93,1,0,1,61229.41,0,571.64,1,95.27,0.0,1.0,1.0,0.0,0.0
2810,22,55,6.0,114162.88,2,1,1,58912.18,8,909.2,0,151.53,0.0,1.0,0.0,1.0,0.0
2811,18,32,7.0,4061.14,3,0,0,62595.25,8,744.75,0,106.39,0.0,1.0,0.0,0.0,1.0
2812,46,52,8.0,17441.45,1,0,1,68798.85,7,229.66,0,28.71,0.0,1.0,1.0,0.0,0.0
2813,55,98,8.0,7008.42,1,0,0,69991.66,12,776.09,0,97.01,0.0,1.0,1.0,0.0,0.0
2814,65,37,,44147.24,2,1,0,11341.33,10,640.27,0,,0.0,1.0,0.0,1.0,0.0
2815,20,73,7.0,124939.01,3,0,0,81411.11,11,43.66,0,6.24,1.0,0.0,1.0,0.0,0.0
2816,67,24,8.0,5513.94,3,1,1,61822.28,11,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2817,18,74,8.0,31056.43,3,1,0,16080.15,11,680.18,0,85.02,0.0,1.0,0.0,0.0,1.0
2818,29,45,8.0,90192.64,3,1,0,29039.64,7,1055.54,0,131.94,0.0,1.0,0.0,0.0,1.0
2819,25,56,1.0,137175.23,2,0,0,88352.04,9,679.7,0,679.7,0.0,1.0,0.0,0.0,1.0
2820,59,20,9.0,82896.53,1,0,0,63597.41,2,43.98,0,4.89,0.0,1.0,0.0,0.0,1.0
2821,25,78,10.0,80061.03,3,0,0,51018.27,7,675.25,0,67.53,1.0,0.0,1.0,0.0,0.0
2822,59,21,8.0,1765.05,3,1,0,85322.73,4,1249.44,0,156.18,1.0,0.0,1.0,0.0,0.0
2823,49,52,4.0,128525.0,3,1,0,30926.88,5,64.14,0,16.04,1.0,0.0,1.0,0.0,0.0
2824,55,31,5.0,138421.02,2,0,1,41915.7,0,1245.33,0,249.07,0.0,1.0,0.0,0.0,1.0
2825,67,46,10.0,141014.14,1,0,0,11643.74,3,972.87,1,97.29,0.0,1.0,1.0,0.0,0.0
2826,64,52,2.0,87280.3,3,0,1,23028.23,3,430.97,0,215.48,0.0,1.0,0.0,0.0,1.0
2827,53,69,10.0,165301.33,3,1,1,82272.63,0,527.98,1,52.8,0.0,1.0,1.0,0.0,0.0
2828,47,65,6.0,38075.28,1,1,0,49987.31,3,179.52,0,29.92,0.0,1.0,0.0,1.0,0.0
2829,55,74,6.0,186910.67,2,1,1,62208.37,7,267.41,0,44.57,0.0,1.0,0.0,1.0,0.0
2830,35,80,7.0,108532.62,3,1,1,74765.32,0,679.56,0,97.08,1.0,0.0,0.0,0.0,1.0
2831,18,29,,55240.75,1,0,0,82416.47,3,0.0,0,,1.0,0.0,0.0,1.0,0.0
2832,27,33,1.0,46684.06,2,1,0,67283.87,10,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
2833,35,43,,149943.85,1,1,0,85269.63,9,115.09,0,,1.0,0.0,0.0,0.0,1.0
2834,39,27,1.0,123090.16,3,0,1,69289.72,7,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2835,52,21,10.0,161265.43,3,0,0,94453.98,12,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
2836,19,88,2.0,87331.51,2,1,0,26877.11,11,94.83,0,47.42,1.0,0.0,1.0,0.0,0.0
2837,43,33,10.0,163720.47,3,0,0,71985.96,2,1147.9,1,114.79,1.0,0.0,0.0,0.0,1.0
2838,46,67,7.0,65656.59,3,1,1,90301.34,6,711.41,1,101.63,0.0,1.0,0.0,0.0,1.0
2839,43,95,4.0,128059.59,1,1,1,18543.23,12,495.26,0,123.82,0.0,1.0,0.0,0.0,1.0
2840,34,68,8.0,171743.04,3,0,1,66375.94,12,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2841,23,69,7.0,77678.29,2,0,0,50770.07,4,421.04,0,60.15,0.0,1.0,1.0,0.0,0.0
2842,27,76,8.0,31411.86,3,0,1,13602.8,0,1415.66,0,176.96,0.0,1.0,1.0,0.0,0.0
2843,47,29,2.0,79080.07,2,0,0,40553.63,9,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
2844,31,83,10.0,187628.47,1,1,0,75333.42,3,852.66,0,85.27,1.0,0.0,0.0,1.0,0.0
2845,33,78,7.0,186428.49,3,0,1,43763.64,10,535.95,1,76.56,0.0,1.0,0.0,1.0,0.0
2846,28,93,3.0,87949.04,1,1,1,30124.01,12,800.4,0,266.8,0.0,1.0,0.0,1.0,0.0
2847,59,29,3.0,68809.77,1,1,0,45973.78,1,807.05,0,269.02,0.0,1.0,0.0,0.0,1.0
2848,24,22,4.0,184675.37,3,0,1,38228.37,5,355.7,0,88.92,0.0,1.0,0.0,0.0,1.0
2849,54,32,8.0,31685.69,3,1,0,70449.76,12,813.01,1,101.63,1.0,0.0,1.0,0.0,0.0
2850,64,81,5.0,36739.87,3,0,0,84262.12,1,479.77,0,95.95,1.0,0.0,0.0,0.0,1.0
2851,61,68,5.0,198057.02,1,1,1,59228.66,6,415.46,0,83.09,1.0,0.0,0.0,0.0,1.0
2852,37,88,10.0,190098.41,1,1,1,72850.03,8,849.65,0,84.96,0.0,1.0,0.0,1.0,0.0
2853,54,77,1.0,90645.89,1,1,0,25079.15,12,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
2854,33,91,7.0,131670.32,3,1,1,63980.66,8,878.26,0,125.47,0.0,1.0,1.0,0.0,0.0
2855,63,51,7.0,23749.25,2,0,0,58758.44,2,1404.3,0,200.61,1.0,0.0,1.0,0.0,0.0
2856,70,86,7.0,19840.9,3,0,0,24591.99,2,271.1,0,38.73,0.0,1.0,0.0,1.0,0.0
2857,64,95,10.0,2633.63,3,1,0,62684.98,12,1068.02,0,106.8,1.0,0.0,0.0,0.0,1.0
2858,43,33,4.0,16970.56,2,1,1,14444.75,3,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
2859,61,50,,70234.24,1,1,0,73381.21,1,281.22,0,,0.0,1.0,1.0,0.0,0.0
2860,64,71,5.0,161902.3,2,1,1,47630.81,12,660.11,1,132.02,0.0,1.0,1.0,0.0,0.0
2861,33,32,5.0,133582.17,3,1,1,51662.01,6,831.21,0,166.24,1.0,0.0,0.0,1.0,0.0
2862,65,29,8.0,165090.42,3,0,0,21299.57,12,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2863,56,50,7.0,71277.81,2,1,0,75824.79,11,275.02,1,39.29,1.0,0.0,1.0,0.0,0.0
2864,36,52,,41323.02,2,0,0,91598.04,11,281.1,0,,1.0,0.0,0.0,0.0,1.0
2865,35,71,4.0,100914.1,1,1,0,32566.32,7,376.22,0,94.06,1.0,0.0,0.0,0.0,1.0
2866,54,71,5.0,1010.35,1,0,1,49624.7,11,456.64,0,91.33,0.0,1.0,1.0,0.0,0.0
2867,65,38,,152847.9,3,1,1,48240.59,7,480.82,0,,0.0,1.0,0.0,0.0,1.0
2868,60,86,10.0,94477.67,2,1,0,73916.04,4,738.89,0,73.89,1.0,0.0,0.0,1.0,0.0
2869,23,87,,175777.85,1,0,0,45254.77,10,0.0,1,,0.0,1.0,0.0,0.0,1.0
2870,39,61,,112220.76,1,0,1,72277.41,6,281.83,0,,1.0,0.0,1.0,0.0,0.0
2871,44,33,6.0,143526.73,2,0,1,24417.64,7,888.31,0,148.05,1.0,0.0,0.0,1.0,0.0
2872,65,68,1.0,106164.38,3,0,0,38050.95,6,198.79,0,198.79,1.0,0.0,1.0,0.0,0.0
2873,69,77,6.0,31383.38,2,1,1,69146.59,1,15.66,0,2.61,1.0,0.0,0.0,0.0,1.0
2874,63,74,6.0,40987.86,1,1,0,79896.03,5,408.55,0,68.09,1.0,0.0,0.0,0.0,1.0
2875,44,83,3.0,61845.96,1,0,1,72589.17,7,705.72,0,235.24,0.0,1.0,0.0,0.0,1.0
2876,48,75,7.0,124512.47,1,1,0,27378.64,10,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
2877,28,62,4.0,7240.04,3,1,0,29424.75,8,289.37,0,72.34,1.0,0.0,0.0,0.0,1.0
2878,70,45,9.0,115403.17,3,1,1,93630.39,10,966.99,1,107.44,0.0,1.0,1.0,0.0,0.0
2879,34,90,6.0,176026.74,1,0,0,61508.48,1,1126.54,0,187.76,0.0,1.0,1.0,0.0,0.0
2880,47,91,3.0,31966.13,1,1,0,20065.16,9,2.33,0,0.78,0.0,1.0,1.0,0.0,0.0
2881,67,87,6.0,43972.48,1,0,0,88996.3,9,975.49,0,162.58,1.0,0.0,1.0,0.0,0.0
2882,49,23,6.0,162657.43,3,0,1,56849.46,10,180.82,0,30.14,1.0,0.0,0.0,1.0,0.0
2883,33,75,8.0,198625.09,1,1,0,45187.17,10,514.1,0,64.26,0.0,1.0,1.0,0.0,0.0
2884,22,89,9.0,49176.62,2,1,1,93830.67,4,733.16,0,81.46,1.0,0.0,0.0,1.0,0.0
2885,41,55,,95793.46,1,0,0,32077.69,9,847.52,0,,0.0,1.0,1.0,0.0,0.0
2886,21,91,,69267.99,1,0,0,20736.75,9,0.0,0,,1.0,0.0,1.0,0.0,0.0
2887,30,27,1.0,65218.77,2,0,0,55595.05,4,298.35,0,298.35,1.0,0.0,0.0,1.0,0.0
2888,45,34,2.0,140193.4,3,0,1,69986.77,12,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0
2889,42,40,4.0,112406.42,3,0,1,25726.06,8,187.43,0,46.86,1.0,0.0,1.0,0.0,0.0
2890,52,20,6.0,122420.95,2,0,0,27325.93,8,102.38,0,17.06,0.0,1.0,1.0,0.0,0.0
2891,42,55,,147644.01,2,1,1,80345.58,8,0.0,0,,1.0,0.0,0.0,1.0,0.0
2892,54,52,,79635.93,3,0,0,76504.96,6,295.32,0,,1.0,0.0,0.0,0.0,1.0
2893,51,69,5.0,19056.97,2,0,1,60657.02,8,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
2894,38,74,6.0,172884.58,1,0,0,68431.02,11,364.9,0,60.82,1.0,0.0,1.0,0.0,0.0
2895,53,71,5.0,158335.09,2,0,1,87295.44,3,912.11,1,182.42,0.0,1.0,0.0,1.0,0.0
2896,23,89,8.0,3965.87,3,1,1,47909.64,1,374.2,0,46.78,1.0,0.0,0.0,0.0,1.0
2897,39,90,6.0,8059.66,3,1,0,92047.37,4,782.11,0,130.35,0.0,1.0,0.0,0.0,1.0
2898,63,40,7.0,84434.25,2,1,0,15130.84,9,645.16,0,92.17,1.0,0.0,0.0,1.0,0.0
2899,67,61,10.0,72105.01,1,1,0,75477.7,3,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0
2900,59,69,1.0,172365.16,2,1,0,82875.41,3,422.19,0,422.19,0.0,1.0,0.0,1.0,0.0
2901,48,80,10.0,27114.91,1,1,0,95307.13,5,838.12,1,83.81,0.0,1.0,0.0,0.0,1.0
2902,26,54,4.0,134559.33,1,0,1,15006.41,1,1247.28,0,311.82,1.0,0.0,1.0,0.0,0.0
2903,43,34,3.0,110824.72,2,1,0,45097.3,2,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2904,32,32,5.0,71463.81,3,1,1,94426.79,0,802.27,0,160.45,0.0,1.0,0.0,0.0,1.0
2905,25,52,1.0,196546.5,1,1,1,87072.29,6,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
2906,51,98,7.0,159298.36,3,0,0,70262.62,7,866.92,1,123.85,1.0,0.0,0.0,1.0,0.0
2907,31,60,7.0,122001.01,1,1,1,84842.37,1,762.76,0,108.97,0.0,1.0,0.0,1.0,0.0
2908,65,93,10.0,116091.81,2,1,0,64034.87,12,810.26,0,81.03,1.0,0.0,1.0,0.0,0.0
2909,42,46,9.0,124069.98,1,0,1,61850.63,1,447.75,0,49.75,1.0,0.0,0.0,0.0,1.0
2910,30,62,,41624.98,2,1,0,64674.75,7,0.0,0,,0.0,1.0,0.0,1.0,0.0
2911,34,83,5.0,6965.67,1,0,1,35530.91,6,1395.04,0,279.01,0.0,1.0,0.0,1.0,0.0
2912,40,46,5.0,176420.06,3,1,1,47346.21,5,842.06,0,168.41,0.0,1.0,0.0,1.0,0.0
2913,70,67,2.0,132323.2,1,1,1,98482.35,3,174.09,0,87.04,1.0,0.0,0.0,1.0,0.0
2914,26,33,1.0,103125.51,3,1,1,63823.99,0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
2915,28,67,9.0,188592.72,3,0,1,18493.0,4,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
2916,39,76,5.0,155220.63,1,1,1,24913.03,9,817.93,0,163.59,1.0,0.0,1.0,0.0,0.0
2917,21,69,10.0,75501.74,1,1,0,36424.66,8,934.43,0,93.44,1.0,0.0,0.0,1.0,0.0
2918,43,88,9.0,185137.02,1,1,0,92555.0,2,1274.2,0,141.58,1.0,0.0,0.0,1.0,0.0
2919,49,56,9.0,53171.8,3,1,1,49079.79,4,411.19,1,45.69,0.0,1.0,0.0,0.0,1.0
2920,36,91,9.0,84107.7,3,1,1,46223.49,12,1450.63,0,161.18,0.0,1.0,0.0,0.0,1.0
2921,45,47,5.0,42401.37,3,1,0,16623.65,9,366.7,0,73.34,1.0,0.0,0.0,0.0,1.0
2922,38,22,,180925.93,2,0,0,50138.16,11,194.9,0,,1.0,0.0,0.0,0.0,1.0
2923,69,91,6.0,51894.05,3,0,0,32981.54,11,343.44,0,57.24,0.0,1.0,0.0,1.0,0.0
2924,64,21,1.0,176355.29,2,1,1,55854.93,3,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
2925,20,61,2.0,7504.33,2,1,1,63273.49,5,716.12,0,358.06,1.0,0.0,0.0,0.0,1.0
2926,34,66,3.0,15007.16,3,1,0,12687.93,5,281.63,1,93.88,1.0,0.0,1.0,0.0,0.0
2927,66,78,,138050.81,3,0,0,31582.96,12,0.0,0,,1.0,0.0,0.0,1.0,0.0
2928,58,27,1.0,198428.89,3,0,0,30368.75,6,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2929,52,25,,167100.02,1,0,1,81974.13,2,0.0,0,,1.0,0.0,0.0,1.0,0.0
2930,32,36,,133544.01,3,1,0,26929.8,8,516.13,0,,0.0,1.0,0.0,1.0,0.0
2931,26,83,2.0,64499.11,2,1,1,45553.12,2,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2932,68,73,1.0,32700.26,2,0,1,59887.62,5,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
2933,52,80,10.0,26764.2,3,0,0,79622.08,4,884.37,0,88.44,0.0,1.0,0.0,0.0,1.0
2934,66,45,9.0,151319.15,1,0,0,39826.49,3,301.93,0,33.55,0.0,1.0,0.0,1.0,0.0
2935,24,79,7.0,39436.94,1,0,0,23628.55,8,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
2936,64,56,5.0,17193.99,3,1,1,50961.97,5,373.37,1,74.67,0.0,1.0,1.0,0.0,0.0
2937,67,47,5.0,74919.58,2,1,0,22335.36,5,732.55,1,146.51,1.0,0.0,0.0,1.0,0.0
2938,65,26,2.0,176187.62,3,1,0,39314.98,2,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
2939,56,67,7.0,167998.1,2,0,1,36781.46,8,540.51,0,77.22,1.0,0.0,1.0,0.0,0.0
2940,53,61,3.0,128717.56,3,0,1,74665.98,7,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0
2941,62,32,8.0,168781.48,2,0,0,38834.69,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
2942,63,33,7.0,79864.11,1,1,0,55200.93,7,861.16,0,123.02,1.0,0.0,1.0,0.0,0.0
2943,47,90,7.0,82357.0,3,0,1,21276.78,2,1197.19,0,171.03,1.0,0.0,0.0,0.0,1.0
2944,67,38,4.0,119407.0,1,0,1,26877.14,10,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
2945,55,30,10.0,158523.19,1,0,0,58413.9,8,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0
2946,70,46,6.0,112907.15,1,0,1,80905.8,10,341.83,0,56.97,1.0,0.0,0.0,1.0,0.0
2947,21,92,9.0,132257.64,1,0,1,76260.01,0,954.15,1,106.02,1.0,0.0,0.0,1.0,0.0
2948,22,80,4.0,177258.49,2,0,0,25927.56,3,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0
